SHOP_ID,DATE,N_TRANS
11,2022-05-25,76
7,2021-11-16,34
53,2021-10-14,21
82,2022-05-05,45
29,2022-08-02,12
60,2022-10-04,174
81,2021-11-24,16
31,2022-07-21,14
95,2022-05-06,13
65,2021-08-03,2
59,2021-06-01,60
26,2021-04-15,60
3,2021-04-08,34
48,2021-04-08,22
95,2021-02-11,17
46,2022-04-18,19
30,2021-10-10,10
32,2021-04-13,44
83,2022-10-01,17
22,2022-01-14,6
77,2022-12-14,24
3,2022-08-18,43
46,2022-02-15,23
32,2022-07-09,21
56,2021-12-23,60
92,2021-03-11,22
5,2022-03-22,17
3,2022-12-10,35
27,2021-11-09,8
58,2021-03-15,4
23,2021-12-04,32
51,2022-08-11,33
95,2021-08-06,15
8,2021-10-02,27
31,2021-01-09,4
77,2021-04-24,27
58,2021-09-11,14
81,2021-05-31,4
95,2022-08-18,20
83,2022-11-12,4
22,2022-01-27,6
4,2022-12-07,10
74,2021-11-04,11
84,2022-08-16,16
82,2021-06-24,22
67,2022-05-05,5
90,2022-04-11,5
4,2021-08-11,10
35,2021-11-08,38
9,2021-05-23,4
39,2021-08-16,5
83,2021-08-05,6
58,2021-12-13,8
95,2022-02-05,21
73,2021-02-06,38
29,2022-06-08,23
35,2022-03-16,20
7,2022-02-23,15
23,2021-03-23,12
17,2021-10-12,13
4,2022-10-06,5
63,2021-03-09,10
54,2021-03-16,9
54,2021-08-07,29
23,2022-01-22,12
84,2021-07-12,11
35,2022-03-21,17
8,2022-05-25,29
58,2022-02-05,36
30,2021-11-27,46
32,2021-10-24,10
92,2021-10-09,12
74,2022-08-08,11
92,2021-04-23,32
71,2021-09-20,4
71,2021-03-12,13
93,2021-01-09,15
17,2021-03-29,7
54,2021-05-15,33
72,2021-10-19,23
95,2022-10-03,26
48,2022-01-08,18
74,2021-09-25,98
73,2021-06-13,2
82,2022-07-06,39
81,2021-11-26,16
74,2021-09-06,7
73,2021-10-13,10
54,2022-01-11,11
73,2021-07-08,3
48,2022-06-18,39
37,2021-06-22,10
62,2021-04-27,15
3,2022-04-04,18
31,2022-04-05,5
72,2021-04-27,22
81,2022-05-26,6
5,2022-12-24,27
54,2021-12-10,11
63,2021-03-05,7
61,2022-12-12,5
83,2021-07-15,6
12,2021-02-18,69
56,2022-07-31,11
56,2022-10-01,7
65,2021-01-16,10
75,2021-01-12,3
72,2021-02-09,20
59,2022-12-26,3
54,2021-04-06,6
92,2021-06-15,19
91,2022-12-22,6
32,2022-11-06,31
83,2021-05-27,8
42,2021-05-20,5
72,2022-06-08,24
24,2021-04-25,5
44,2021-07-17,9
95,2021-04-15,15
32,2022-07-10,18
71,2021-10-10,7
58,2021-05-07,17
80,2022-02-04,2
78,2022-08-06,12
65,2021-12-24,3
62,2022-07-29,29
56,2021-09-10,9
58,2021-10-06,18
7,2021-08-24,23
66,2022-12-29,7
56,2021-08-12,9
49,2021-07-01,12
64,2022-05-10,1
65,2021-05-25,2
78,2021-05-12,11
71,2021-01-20,12
81,2021-09-15,10
83,2021-01-28,2
90,2022-10-14,9
4,2022-04-26,13
62,2021-11-11,9
56,2022-09-02,9
78,2021-01-30,5
22,2022-01-31,3
27,2021-01-11,3
62,2021-05-04,14
74,2022-02-22,22
13,2021-10-22,2
48,2021-02-12,6
37,2021-03-10,13
84,2022-01-08,20
26,2021-09-13,11
73,2021-12-19,2
38,2021-02-13,1
77,2022-07-16,29
66,2022-01-25,5
99,2021-09-25,8
26,2021-09-08,6
80,2021-01-09,3
37,2022-04-04,3
31,2021-08-09,4
36,2022-09-04,1
23,2021-05-03,10
30,2021-07-29,9
42,2021-09-19,5
62,2021-02-27,14
49,2022-10-09,8
64,2021-11-17,4
81,2022-01-21,10
39,2021-03-03,5
92,2022-05-17,6
44,2022-08-05,7
58,2022-11-03,5
89,2022-10-20,3
42,2021-05-14,4
75,2022-10-24,13
4,2022-06-13,4
71,2021-08-07,12
87,2021-08-04,3
28,2022-03-04,7
23,2022-01-06,11
42,2021-01-21,5
64,2022-09-01,1
61,2022-07-29,2
73,2022-03-04,5
27,2022-05-22,3
23,2021-06-29,4
28,2022-01-15,6
54,2021-06-21,3
61,2022-06-14,2
48,2021-02-07,3
81,2021-04-14,5
64,2022-02-27,3
43,2022-05-11,3
29,2021-08-13,14
31,2021-05-21,11
90,2021-09-04,1
64,2022-07-05,5
36,2022-06-07,2
73,2022-08-25,2
56,2022-11-05,10
31,2021-11-12,6
54,2021-12-14,11
43,2021-10-03,2
17,2021-05-24,8
56,2021-05-31,10
92,2022-06-09,10
84,2021-05-21,18
89,2022-02-24,3
22,2022-07-20,4
54,2021-04-15,4
28,2021-12-27,11
37,2022-08-10,5
3,2022-01-24,18
30,2021-01-24,4
91,2022-07-14,7
3,2022-02-21,8
75,2021-01-08,3
95,2021-08-30,4
65,2022-10-26,4
36,2021-08-04,3
28,2021-10-31,4
87,2021-01-16,1
37,2022-03-09,4
73,2022-07-07,1
28,2022-06-13,4
64,2021-11-07,10
95,2021-01-31,4
13,2022-10-13,3
73,2021-10-18,5
37,2022-01-17,3
4,2022-08-31,4
87,2021-11-24,1
72,2022-06-13,10
39,2021-08-14,1
39,2021-08-29,4
28,2021-12-09,5
75,2022-01-27,8
66,2022-10-13,3
65,2022-04-27,5
48,2021-05-07,9
43,2021-05-14,3
22,2022-05-08,2
91,2021-04-21,4
36,2022-01-10,3
13,2021-11-04,2
49,2021-11-02,4
3,2021-02-15,3
78,2021-11-03,3
89,2021-09-25,2
38,2021-01-17,2
73,2021-08-12,3
31,2022-02-16,4
22,2022-07-04,1
58,2022-06-07,1
87,2022-08-03,4
22,2021-06-08,1
64,2021-07-19,1
87,2021-09-27,2
62,2021-10-27,6
64,2021-08-12,2
87,2021-09-16,2
31,2022-03-19,1
13,2022-06-14,4
61,2022-08-17,1
94,2022-06-19,2
64,2022-09-29,2
42,2021-02-23,2
89,2022-09-19,2
62,2021-09-26,1
89,2021-12-25,1
73,2021-01-18,2
94,2022-10-21,1
64,2022-03-22,2
22,2021-07-05,3
49,2022-08-10,2
61,2021-10-14,2
42,2021-01-07,2
66,2022-07-05,4
89,2021-06-28,3
28,2021-01-24,2
58,2022-02-10,3
49,2021-12-15,2
64,2022-02-23,3
31,2021-10-22,1
54,2022-02-07,1
83,2022-11-08,1
80,2022-05-29,1
14,2021-03-14,1
37,2022-05-21,2
22,2021-09-28,3
6,2021-05-12,2
9,2022-10-27,2
89,2022-04-22,1
83,2022-07-31,2
24,2021-03-30,1
61,2021-02-01,1
65,2022-05-04,1
36,2022-02-10,1
89,2022-08-10,1
61,2021-08-09,1
36,2022-12-22,1
43,2022-12-30,1
64,2022-01-13,1
15,2022-11-11,1834
97,2022-05-17,92
38,2022-03-21,1344
10,2022-03-23,413
15,2022-08-18,1305
10,2021-03-28,302
26,2022-12-27,155
34,2022-01-07,277
60,2022-05-07,155
21,2022-10-21,416
98,2022-05-14,455
96,2022-05-15,181
12,2021-11-18,78
92,2021-01-20,101
100,2022-12-25,2075
45,2022-09-02,125
15,2022-09-26,1324
2,2022-12-07,698
82,2022-06-25,71
98,2022-08-19,487
46,2021-12-21,65
76,2021-01-28,133
16,2022-05-07,665
2,2021-04-09,673
16,2021-06-14,613
100,2021-08-15,2156
86,2022-03-19,1416
100,2022-01-23,1573
11,2022-02-12,107
57,2022-02-10,513
86,2022-10-09,2085
86,2021-04-27,1934
100,2021-08-03,2039
20,2022-11-02,1324
26,2022-08-27,218
15,2021-12-31,1635
10,2022-10-13,282
86,2021-10-27,1767
21,2022-05-26,372
8,2022-04-26,18
49,2022-07-11,5
10,2021-12-15,562
15,2021-08-07,1441
86,2021-01-27,2044
100,2021-11-10,2379
47,2022-05-28,254
10,2022-04-26,252
100,2022-01-02,1631
51,2022-03-07,34
68,2021-08-19,1296
18,2022-02-16,115
82,2022-12-03,74
15,2021-04-13,1524
20,2022-08-27,1070
68,2022-05-18,1346
88,2022-07-19,60
68,2022-12-04,1973
100,2021-01-06,2082
16,2021-11-23,720
92,2021-11-15,14
20,2021-02-03,1271
2,2022-07-19,603
96,2022-05-12,143
100,2021-04-03,2024
100,2021-12-04,2282
45,2021-04-25,51
76,2021-09-08,118
32,2021-11-19,49
96,2021-05-25,358
16,2021-01-06,782
100,2022-06-28,1407
60,2021-01-06,231
21,2021-07-06,376
19,2021-04-13,137
68,2021-09-22,1083
15,2022-05-06,1264
47,2021-11-05,159
82,2021-06-26,60
68,2021-07-21,1441
47,2021-11-14,185
96,2022-06-10,206
28,2022-06-14,10
77,2021-05-05,37
98,2021-04-23,552
98,2022-01-05,274
85,2021-02-02,105
86,2021-10-24,1853
21,2022-05-13,408
12,2021-12-21,133
95,2021-12-16,11
34,2021-04-12,251
86,2021-06-05,2056
96,2021-07-01,148
100,2022-09-18,1616
100,2022-08-10,1779
68,2022-04-21,1016
86,2022-05-16,1582
20,2021-10-03,997
19,2021-05-05,252
18,2022-11-24,86
68,2021-11-25,1302
2,2021-06-29,801
45,2021-03-30,74
86,2022-04-05,1355
20,2022-12-04,1222
34,2021-12-02,329
86,2021-11-24,1910
2,2022-09-17,526
98,2022-03-05,535
40,2022-02-16,158
35,2022-02-05,44
26,2021-01-08,72
26,2021-07-18,122
86,2022-08-11,1783
16,2021-10-05,621
40,2021-06-13,70
52,2021-11-27,288
21,2021-05-17,360
15,2021-04-12,1044
16,2022-10-25,818
2,2022-12-18,483
21,2021-11-03,479
47,2021-04-13,129
38,2022-01-24,701
38,2021-09-23,437
3,2021-08-08,26
2,2021-10-04,219
2,2022-04-07,569
41,2021-06-03,156
5,2022-11-04,54
98,2022-10-07,494
68,2022-05-27,1444
16,2022-01-10,489
7,2021-11-28,92
21,2022-02-03,400
8,2022-02-24,56
53,2022-04-27,211
68,2022-07-14,1362
40,2021-01-16,230
34,2021-07-24,226
21,2021-08-21,175
40,2022-07-19,130
38,2022-02-24,458
59,2022-08-12,51
2,2022-03-15,526
45,2021-05-14,116
57,2021-11-13,372
57,2022-02-09,608
57,2021-05-25,438
10,2021-11-27,396
15,2021-04-21,1231
16,2021-06-18,717
93,2021-01-22,30
41,2022-03-08,153
97,2022-08-30,74
100,2022-04-28,1640
98,2022-11-30,262
60,2022-06-02,200
98,2021-10-15,484
73,2022-12-10,11
32,2022-04-27,32
60,2021-12-16,239
57,2022-04-20,561
3,2022-06-17,56
21,2021-01-11,313
20,2021-06-07,1173
32,2021-11-08,60
2,2021-07-19,545
1,2022-11-06,176
32,2022-09-12,38
57,2021-08-23,229
98,2022-04-05,211
19,2022-04-30,335
20,2021-02-09,1138
96,2022-09-01,105
53,2022-10-30,221
26,2021-07-27,58
30,2022-02-23,39
34,2021-09-12,216
19,2021-06-03,142
57,2022-11-18,522
34,2021-08-13,275
37,2021-05-02,5
19,2021-02-07,71
47,2021-10-01,188
23,2021-07-23,103
98,2022-01-12,221
18,2022-01-03,257
36,2022-11-25,1
19,2022-11-01,100
26,2022-04-03,25
10,2021-10-14,311
96,2021-03-19,288
77,2022-11-25,83
26,2022-01-25,36
98,2021-09-20,131
19,2021-03-26,129
76,2021-09-17,72
78,2021-03-22,9
38,2022-04-19,259
36,2022-11-14,1
5,2021-04-13,13
20,2022-11-17,1223
47,2021-09-22,144
84,2021-11-20,28
74,2022-02-15,24
92,2022-04-20,115
23,2021-08-09,23
45,2021-04-23,125
47,2022-05-14,212
84,2022-01-11,25
17,2021-03-27,29
12,2021-10-24,84
10,2021-04-06,282
26,2022-12-16,166
53,2021-12-08,255
40,2022-07-14,112
57,2022-04-09,384
82,2021-08-10,34
54,2021-12-24,67
2,2021-10-17,220
22,2022-05-15,4
21,2021-10-03,321
47,2021-07-30,151
60,2021-01-17,133
19,2022-12-30,244
81,2022-04-09,10
18,2021-12-28,169
5,2022-09-08,43
26,2021-04-28,81
1,2022-03-05,134
1,2021-03-01,36
67,2021-03-19,25
1,2021-12-03,99
77,2022-03-17,17
57,2021-02-14,247
11,2022-01-01,84
40,2021-02-02,138
3,2021-07-06,34
98,2021-11-11,297
74,2022-01-08,56
76,2021-03-16,76
3,2022-10-07,66
34,2021-09-23,261
47,2022-11-22,161
82,2021-01-16,71
30,2021-06-19,65
40,2021-11-05,107
35,2022-07-23,33
26,2022-04-20,71
85,2021-11-29,98
1,2021-03-24,43
34,2021-10-25,250
60,2022-08-10,190
99,2021-04-28,8
8,2021-05-22,45
38,2021-08-04,267
32,2021-06-22,51
96,2022-08-08,59
40,2021-09-22,221
31,2022-10-20,46
53,2021-07-06,122
21,2022-12-26,321
97,2021-09-21,110
1,2022-04-04,29
64,2022-08-28,2
1,2022-04-20,41
82,2022-06-22,35
31,2022-05-09,9
74,2021-09-03,38
88,2022-05-11,135
98,2021-01-14,324
26,2022-03-24,46
72,2022-04-12,20
23,2022-02-08,10
23,2021-08-08,14
77,2022-04-08,35
45,2022-06-05,62
78,2021-10-15,18
45,2022-01-05,68
88,2021-10-31,57
53,2021-04-14,142
34,2021-06-27,182
10,2022-11-27,259
77,2022-04-23,37
47,2022-02-24,140
76,2021-03-06,61
44,2022-10-11,43
45,2022-08-02,60
93,2021-05-06,9
72,2022-05-26,38
29,2021-10-08,44
10,2022-10-11,288
23,2021-03-09,69
96,2022-04-17,335
44,2022-01-26,39
60,2021-07-16,231
30,2022-11-24,19
66,2022-11-05,37
51,2021-03-18,52
45,2022-09-28,77
8,2022-12-11,35
47,2022-02-27,183
60,2021-08-05,217
26,2022-08-01,115
56,2021-01-13,18
12,2022-09-11,86
35,2022-04-11,28
11,2022-11-01,79
72,2021-01-28,44
98,2022-10-30,131
27,2022-01-07,13
12,2021-09-13,63
53,2022-01-29,268
18,2022-06-20,25
28,2021-11-10,4
8,2021-06-02,24
3,2022-10-13,46
54,2021-03-10,32
4,2022-10-15,86
50,2021-07-09,42
51,2022-05-07,55
5,2021-12-22,19
50,2021-02-10,25
12,2021-12-29,118
60,2022-03-11,325
44,2022-04-23,61
11,2022-11-02,90
11,2022-04-27,88
8,2022-09-21,34
34,2021-09-03,105
51,2022-09-02,67
35,2021-11-24,33
7,2021-11-08,20
4,2022-03-26,21
90,2021-11-25,6
66,2022-11-26,45
81,2021-06-22,8
10,2021-08-22,119
26,2022-03-15,34
11,2021-06-25,107
50,2021-12-23,72
3,2021-03-04,51
11,2021-11-03,93
3,2021-03-31,33
23,2022-08-12,153
11,2022-06-07,75
8,2021-07-31,69
88,2022-10-24,89
96,2022-03-17,87
26,2022-12-17,130
25,2021-03-18,74
40,2022-02-23,169
41,2022-02-14,177
45,2022-03-04,107
11,2022-02-28,69
76,2022-04-27,66
26,2021-11-24,32
40,2022-12-26,66
39,2021-05-29,5
42,2021-07-06,7
59,2022-12-06,70
8,2021-07-26,13
48,2021-09-11,28
40,2021-03-19,126
85,2021-02-09,89
73,2022-02-26,13
7,2021-04-05,82
46,2021-09-24,25
32,2022-03-29,30
13,2022-06-20,7
78,2022-11-30,15
18,2022-11-22,74
81,2022-11-03,8
4,2022-04-02,28
46,2021-03-02,24
62,2021-01-16,16
26,2022-09-22,145
32,2021-11-09,33
56,2022-08-20,14
46,2022-03-16,37
19,2022-04-04,63
35,2022-04-19,26
59,2022-04-12,54
1,2021-01-08,53
23,2021-03-04,50
23,2021-02-01,10
37,2021-12-08,5
35,2021-01-03,43
90,2021-01-20,17
40,2022-11-15,121
8,2022-01-14,37
8,2022-10-06,37
40,2022-06-27,63
8,2022-06-21,21
74,2021-07-12,11
35,2021-07-07,47
32,2021-04-16,56
11,2021-02-18,79
26,2021-05-14,70
11,2021-05-12,76
83,2022-08-14,7
88,2021-09-17,48
8,2022-03-01,32
48,2022-09-14,33
7,2021-03-12,64
46,2022-04-13,33
32,2021-07-15,52
1,2022-04-13,43
38,2022-08-02,213
62,2022-02-11,17
19,2021-09-21,108
31,2022-11-12,36
30,2022-12-07,41
11,2022-05-02,53
45,2021-06-11,120
22,2021-02-17,8
37,2021-05-24,10
11,2021-01-21,78
78,2021-05-05,18
78,2022-07-21,16
12,2021-08-07,90
64,2021-12-07,3
48,2022-05-09,5
51,2021-02-25,57
23,2021-02-16,8
1,2022-12-03,92
50,2021-11-11,56
83,2021-02-10,5
80,2022-02-22,6
56,2021-10-27,17
11,2021-05-24,53
30,2021-01-13,45
51,2022-06-13,31
72,2021-08-07,30
66,2022-07-18,4
95,2022-10-18,25
92,2022-05-19,11
96,2022-07-15,146
89,2022-01-06,1
76,2021-10-31,29
53,2021-08-11,151
7,2021-10-18,26
75,2021-03-21,12
26,2022-02-15,36
62,2021-03-23,11
84,2021-11-12,12
27,2021-05-17,6
4,2021-04-10,81
77,2021-11-21,26
5,2022-09-22,24
79,2021-03-03,61
23,2022-04-06,26
35,2022-04-21,27
95,2021-11-27,6
74,2022-10-11,43
74,2022-02-11,27
95,2021-01-21,21
45,2022-10-02,53
1,2022-10-15,87
50,2022-01-06,18
45,2022-03-13,63
13,2022-09-09,8
66,2022-03-23,59
29,2021-03-24,27
58,2021-02-26,19
72,2022-10-05,23
62,2021-12-30,23
66,2021-01-27,26
18,2022-05-30,45
77,2022-11-22,18
1,2022-03-22,71
74,2021-07-16,29
85,2021-06-21,82
95,2022-09-25,19
59,2021-02-12,73
88,2021-02-17,50
1,2021-10-24,73
92,2021-03-28,10
46,2022-02-28,22
83,2021-02-08,12
44,2021-06-04,19
35,2021-04-03,44
72,2021-10-27,25
30,2022-12-20,19
51,2022-12-22,58
37,2022-07-09,3
27,2022-09-04,10
4,2021-11-16,10
29,2021-04-13,18
8,2021-12-04,55
82,2022-02-21,37
50,2022-10-30,28
92,2022-09-13,9
71,2021-06-02,7
76,2021-06-25,69
74,2021-12-03,22
84,2022-06-21,18
62,2022-03-18,26
37,2021-01-14,10
26,2021-05-16,66
79,2021-03-24,62
32,2021-02-10,50
89,2021-03-22,3
17,2022-03-25,8
54,2021-10-26,8
19,2021-03-22,63
46,2022-07-17,21
72,2022-04-10,26
88,2021-04-25,41
32,2021-05-08,33
45,2021-08-15,56
45,2021-09-07,44
23,2021-08-10,30
66,2022-02-01,7
1,2021-06-22,34
84,2021-11-16,4
41,2021-08-26,24
26,2021-02-10,67
30,2022-04-16,61
11,2021-03-02,60
71,2021-09-21,8
91,2022-06-15,3
7,2021-12-24,68
74,2021-02-07,15
8,2022-06-22,43
5,2021-03-26,35
76,2021-09-22,70
44,2021-03-22,16
65,2022-01-15,8
45,2021-03-11,60
46,2022-08-23,34
29,2021-06-13,6
35,2021-07-24,44
29,2022-12-30,29
37,2021-04-27,4
29,2021-04-21,28
85,2022-02-22,93
81,2022-03-18,6
72,2021-04-20,28
91,2021-12-03,5
66,2021-03-24,15
97,2022-03-06,80
59,2021-11-25,49
93,2021-03-03,5
1,2022-09-05,30
45,2022-11-03,65
18,2022-07-29,80
29,2022-11-18,22
81,2022-12-16,8
23,2022-11-15,59
93,2021-05-15,21
45,2021-03-21,60
78,2022-09-08,25
82,2022-03-01,33
29,2021-08-06,14
13,2022-07-07,4
11,2021-06-14,78
29,2022-11-12,56
95,2021-11-22,12
50,2022-10-31,18
76,2022-09-18,20
78,2021-01-21,10
24,2021-02-11,3
26,2021-11-03,16
28,2021-05-19,3
90,2022-02-05,31
27,2022-04-07,9
32,2021-04-29,45
56,2021-01-14,17
48,2022-06-09,6
84,2022-02-24,19
77,2021-06-01,25
39,2021-02-25,6
46,2021-01-03,19
64,2021-10-31,3
51,2021-07-08,43
82,2022-09-29,36
3,2021-03-06,32
35,2021-04-30,49
17,2022-04-27,21
84,2021-11-07,8
63,2021-05-31,17
78,2021-05-24,8
62,2022-03-25,13
95,2022-09-30,10
49,2021-05-25,2
30,2022-10-23,4
81,2021-01-29,6
78,2021-02-25,10
74,2021-10-14,22
30,2022-07-07,17
17,2022-02-27,1
22,2021-12-22,5
56,2022-05-02,12
35,2021-10-11,24
28,2021-01-26,7
78,2021-02-18,9
81,2021-10-05,12
23,2022-06-02,16
23,2022-08-05,40
23,2022-08-29,16
99,2021-10-02,16
90,2022-01-27,13
74,2021-04-19,10
71,2021-06-10,8
48,2021-12-11,35
90,2022-08-14,6
48,2022-11-27,6
3,2022-05-05,28
63,2021-06-19,14
8,2022-07-26,21
78,2022-12-03,17
74,2022-07-18,12
95,2022-07-27,13
9,2022-01-14,1
66,2022-09-24,25
27,2021-06-19,30
92,2021-11-01,12
95,2021-01-25,12
61,2022-06-30,2
73,2021-07-17,6
74,2022-11-28,6
35,2021-02-23,22
92,2022-08-31,13
91,2022-10-28,7
39,2021-05-21,3
62,2022-10-31,21
50,2021-01-19,20
83,2021-07-23,6
54,2021-05-28,15
95,2022-03-29,6
9,2021-11-05,1
81,2021-06-24,10
58,2021-11-12,7
43,2022-09-24,1
78,2021-05-02,11
56,2021-11-23,21
1,2021-03-02,21
35,2022-10-20,24
31,2021-09-26,4
56,2022-07-12,7
64,2021-07-02,2
22,2022-07-12,4
17,2022-11-23,31
83,2021-05-02,5
58,2021-03-07,4
31,2022-11-02,30
89,2022-11-15,7
5,2021-01-03,13
63,2021-05-22,15
6,2021-05-17,5
63,2021-09-14,11
94,2021-04-26,3
56,2021-08-14,15
70,2021-03-10,7
48,2021-05-31,3
56,2021-08-16,6
83,2022-12-17,8
62,2022-01-20,12
87,2022-07-28,2
65,2022-07-30,6
93,2021-01-23,12
38,2022-01-23,4
22,2021-11-29,4
77,2021-05-25,15
31,2021-10-06,4
49,2021-05-30,10
91,2021-11-09,9
95,2021-07-13,20
49,2022-02-01,2
49,2022-08-13,8
3,2022-08-23,6
31,2021-01-25,2
27,2022-03-03,5
95,2021-10-11,6
64,2021-02-14,2
58,2021-06-02,15
22,2021-01-03,12
22,2021-04-05,6
58,2022-08-28,2
28,2021-06-24,5
29,2022-07-29,8
22,2021-02-08,8
54,2021-05-04,15
48,2021-10-26,13
39,2021-04-30,4
31,2021-03-20,6
28,2022-04-11,7
29,2021-05-16,2
90,2022-09-14,10
13,2022-09-28,3
53,2021-02-28,3
84,2022-03-30,16
71,2021-04-06,7
3,2022-03-13,15
77,2022-03-03,16
89,2022-07-25,2
50,2022-09-28,11
61,2021-05-11,1
5,2021-05-30,4
66,2022-05-17,4
43,2022-09-16,2
28,2022-06-17,4
89,2021-08-09,3
38,2022-02-27,4
92,2022-06-19,1
22,2021-07-01,2
67,2021-06-13,1
78,2022-11-19,12
94,2022-02-11,3
22,2022-03-26,5
64,2022-09-02,2
29,2022-05-10,6
78,2021-05-31,7
71,2021-05-18,6
87,2022-07-16,3
30,2021-01-18,6
39,2021-09-02,2
66,2021-03-25,3
90,2022-02-28,11
65,2022-04-24,18
48,2021-05-27,11
78,2021-12-06,10
95,2022-10-31,14
31,2022-07-24,8
48,2022-08-15,5
66,2021-06-11,2
6,2021-02-10,2
83,2022-08-30,1
65,2022-08-30,4
23,2022-07-04,9
99,2021-06-10,6
61,2021-05-05,5
64,2021-04-04,3
37,2022-05-16,3
42,2021-06-15,5
22,2022-08-03,5
28,2021-06-02,4
83,2021-11-29,1
78,2021-11-21,6
87,2022-07-13,5
65,2021-12-01,1
4,2022-08-08,7
42,2021-06-27,3
99,2021-05-29,4
59,2021-09-12,1
23,2022-05-09,3
28,2021-05-11,4
61,2021-06-21,1
61,2022-02-10,3
91,2021-09-30,5
17,2022-10-07,15
81,2021-09-11,6
59,2022-12-04,2
73,2022-10-16,2
64,2021-05-31,2
73,2022-05-11,5
71,2021-03-25,4
59,2022-07-24,3
29,2021-10-25,3
62,2021-12-21,8
66,2022-03-06,6
73,2022-01-24,1
90,2022-03-02,8
75,2022-02-02,1
17,2021-01-14,8
64,2021-09-21,1
37,2022-04-01,3
73,2022-07-17,1
83,2022-10-20,2
36,2022-03-15,1
87,2022-07-06,3
87,2021-12-21,3
36,2022-03-27,2
13,2021-11-09,1
55,2021-01-30,1
38,2022-05-21,4
6,2021-03-04,2
78,2021-02-27,4
81,2021-11-07,4
49,2021-11-30,3
73,2021-07-05,1
37,2022-06-19,1
78,2021-09-13,5
83,2022-03-01,2
28,2022-01-29,1
49,2022-06-26,5
36,2022-01-07,2
29,2022-10-24,1
14,2021-01-25,4
38,2021-11-20,1
65,2022-08-15,3
89,2021-11-30,1
6,2021-01-02,1
61,2021-12-22,1
36,2021-10-10,1
17,2021-06-20,2
61,2022-11-12,2
58,2021-03-02,2
64,2022-01-01,2
13,2022-10-07,1
61,2022-02-15,1
23,2021-09-07,1
87,2021-07-27,2
13,2021-03-03,1
43,2022-08-29,2
87,2021-11-02,1
83,2021-01-10,1
80,2021-03-17,1
87,2021-03-27,1
13,2021-08-05,1
72,2022-03-20,24
100,2022-02-18,2161
20,2021-05-03,1125
15,2022-06-10,1225
41,2022-09-06,137
100,2021-09-02,1416
47,2021-06-10,172
100,2022-10-12,1911
100,2022-06-03,1948
34,2022-08-09,226
45,2022-10-20,83
86,2022-11-10,1908
11,2022-12-08,96
68,2021-09-04,1025
32,2022-08-20,34
88,2021-01-09,56
16,2021-12-05,511
18,2022-01-16,175
85,2021-08-07,186
68,2022-06-12,1578
98,2022-05-11,209
34,2022-06-14,252
21,2022-01-27,391
88,2022-11-05,115
20,2021-05-16,1132
15,2021-05-07,1298
86,2021-08-02,1820
15,2021-01-19,1506
12,2022-11-17,65
86,2022-02-20,1603
57,2022-06-12,311
86,2021-05-26,1963
38,2021-02-15,774
86,2021-09-16,2027
20,2022-03-12,890
16,2022-08-25,696
5,2021-01-15,23
50,2021-12-24,40
86,2021-11-14,2063
20,2021-04-14,1288
20,2022-02-08,1026
18,2021-01-01,312
1,2022-11-18,109
20,2021-11-09,1249
68,2021-02-06,1872
38,2022-04-25,714
100,2022-04-27,1834
100,2022-06-05,1371
15,2021-10-03,1240
19,2022-09-07,244
34,2021-06-06,214
86,2021-01-30,2084
72,2021-06-08,22
100,2022-11-01,1677
17,2022-07-15,14
98,2022-03-18,564
86,2022-09-21,1819
20,2022-04-11,986
15,2021-01-24,1183
68,2022-02-27,1180
58,2021-10-04,8
18,2021-06-06,124
15,2021-02-19,1184
68,2021-12-11,1847
16,2022-11-14,636
15,2021-03-05,1364
45,2022-06-09,80
68,2021-08-18,1184
34,2022-06-26,220
12,2021-08-08,67
16,2021-03-30,848
68,2021-12-20,1525
2,2021-10-23,410
96,2022-03-03,71
15,2022-03-20,994
20,2021-09-13,1004
27,2021-01-30,22
16,2022-05-21,630
50,2022-06-23,28
68,2021-01-01,1349
68,2022-09-16,1618
68,2022-07-08,1425
98,2022-12-03,664
10,2021-11-16,277
41,2022-03-14,89
16,2022-09-11,538
15,2022-10-06,1439
86,2021-07-02,1814
47,2021-06-05,415
53,2022-02-20,236
2,2022-05-16,497
34,2021-06-24,220
26,2022-12-22,165
59,2022-06-22,58
68,2021-08-02,1542
21,2021-03-10,463
41,2022-02-10,187
100,2021-10-27,2251
97,2021-04-23,128
96,2021-10-15,123
10,2022-10-16,309
98,2022-11-18,519
95,2021-08-16,14
47,2022-12-07,167
53,2022-12-30,324
68,2022-08-04,1438
92,2021-07-05,12
98,2022-09-01,282
66,2021-11-10,32
98,2021-05-14,463
96,2021-06-03,107
20,2022-02-04,1311
97,2022-06-25,157
10,2022-04-28,286
34,2022-12-19,302
38,2021-11-09,185
85,2021-07-08,141
45,2022-05-06,113
68,2022-07-27,1396
20,2022-09-23,1369
88,2021-12-01,44
68,2021-12-08,1350
10,2022-12-31,284
5,2022-10-31,12
2,2022-09-19,496
2,2021-07-10,721
11,2021-01-29,114
96,2021-10-01,156
10,2022-02-10,312
1,2021-01-01,118
40,2022-07-20,186
68,2021-03-21,1786
7,2021-06-26,41
11,2021-07-06,112
60,2021-12-23,257
26,2022-11-25,190
100,2022-06-25,1598
74,2021-01-13,51
96,2022-01-06,244
60,2021-12-17,276
76,2021-12-20,99
21,2022-07-17,309
2,2021-09-25,362
19,2021-04-12,70
57,2021-08-26,260
56,2021-12-19,36
